StudyHours,Attendance,PreviousScore,SleepHours,Result
5.1,50,59,8.2,Fail
5.3,57,77,5.0,Pass
2.8,47,30,4.6,Fail
2.1,46,95,4.2,Fail
4.6,30,53,7.8,Fail
3.3,57,87,7.2,Fail
2.1,97,40,5.2,Fail
1.1,48,65,3.1,Fail
5.9,73,27,8.5,Fail
3.2,58,89,5.0,Fail
5.9,62,60,4.7,Fail
5.2,94,98,3.8,Pass
1.6,71,88,7.8,Fail
3.8,30,64,6.7,Fail
2.4,52,33,7.8,Fail
3.5,39,25,8.4,Fail
3.9,49,41,8.8,Fail
4.7,40,80,4.7,Pass
1.1,74,59,6.8,Fail
5.9,99,33,3.5,Fail
4.7,77,67,8.3,Pass
1.2,84,34,4.4,Fail
4.5,32,70,4.2,Fail
3.7,75,42,8.1,Fail
2.2,81,60,7.4,Fail
2.2,49,90,4.8,Fail
4.2,60,34,4.3,Fail
4.1,51,86,7.6,Pass
2.7,49,54,6.7,Fail
4.6,95,48,7.0,Fail
5.6,32,53,8.5,Fail
4.8,36,92,3.3,Pass
1.4,45,96,8.1,Fail
2.9,91,93,9.0,Fail
2.0,54,38,7.9,Fail
5.1,49,64,6.3,Fail
5.3,43,67,4.2,Fail
4.6,60,65,3.4,Fail
2.4,57,28,3.2,Fail
1.4,90,55,9.0,Fail
3.8,60,50,7.9,Fail
3.6,59,49,4.4,Fail
5.1,76,62,6.3,Pass
3.1,62,87,4.4,Fail
1.4,38,95,7.5,Fail
3.3,46,77,4.6,Fail
2.5,94,28,4.2,Fail
2.7,62,22,3.3,Fail
2.9,80,88,7.0,Fail
2.8,48,47,8.7,Fail
1.4,32,91,8.2,Fail
2.5,75,25,4.2,Fail
3.2,95,61,6.5,Fail
2.2,52,67,8.6,Fail
3.7,98,60,8.6,Pass
2.4,51,100,8.9,Fail
5.0,41,29,8.4,Fail
1.3,32,21,3.4,Fail
2.8,70,22,3.3,Fail
5.3,66,66,8.6,Fail
2.1,82,49,8.3,Fail
1.1,73,93,3.6,Fail
1.8,57,25,6.6,Fail
5.8,59,30,6.5,Fail
1.7,59,75,5.8,Fail
2.8,54,46,8.8,Fail
2.4,80,98,8.7,Fail
2.5,95,93,6.1,Fail
4.2,89,56,7.0,Fail
2.8,84,37,5.8,Fail
3.4,72,66,6.5,Fail
1.4,57,31,3.9,Fail
2.1,33,90,7.4,Fail
3.9,39,49,8.0,Fail
3.3,33,63,3.2,Fail
4.6,49,37,5.6,Fail
2.2,41,77,3.4,Fail
4.7,90,57,8.4,Fail
4.6,90,76,7.5,Pass
1.5,88,95,8.9,Fail
4.5,34,71,7.1,Fail
2.7,56,50,6.1,Fail
4.5,53,59,9.0,Fail
2.4,42,77,4.6,Fail
1.2,44,59,3.6,Fail
2.8,45,34,7.2,Fail
2.9,65,25,3.6,Fail
1.8,72,36,3.5,Fail
3.1,35,62,8.2,Fail
5.6,80,98,4.7,Pass
1.5,76,85,4.3,Fail
4.0,72,72,3.9,Pass
1.2,82,91,5.0,Fail
6.0,92,84,3.2,Pass
5.6,82,69,5.1,Pass
1.2,74,40,7.8,Fail
5.5,92,38,3.4,Fail
3.2,69,82,6.9,Fail
1.9,61,45,7.0,Fail
5.7,41,85,6.1,Pass
2.8,76,83,5.4,Fail
1.7,66,74,8.2,Fail
2.4,93,96,5.5,Fail
1.9,49,25,6.8,Fail
3.8,34,68,5.3,Fail
1.7,88,98,4.1,Fail
5.5,85,50,3.8,Fail
4.8,30,92,3.4,Pass
4.1,75,38,8.1,Fail
4.2,48,46,7.6,Fail
4.9,91,32,7.4,Fail
5.4,71,100,3.9,Pass
5.1,36,27,4.5,Fail
3.0,92,94,7.9,Fail
5.3,46,95,3.3,Pass
1.2,33,89,3.6,Fail
4.5,53,57,7.0,Fail
2.9,99,52,3.5,Fail
4.9,86,90,8.1,Pass
5.6,47,57,6.5,Fail
5.1,32,84,3.2,Pass
6.0,81,64,6.7,Pass
1.0,48,87,7.6,Fail
1.0,52,43,5.1,Fail
3.3,54,60,4.0,Fail
5.8,85,52,5.2,Fail
1.3,31,43,5.1,Fail
5.3,52,32,6.3,Fail
2.4,82,100,3.7,Fail
5.8,95,58,7.6,Fail
1.9,97,23,4.9,Fail
4.2,78,76,5.7,Pass
5.2,63,47,4.1,Fail
5.3,57,27,7.1,Fail
1.7,64,89,6.3,Fail
5.0,76,70,3.4,Pass
3.9,82,58,5.3,Fail
3.6,56,22,8.0,Fail
5.0,37,25,3.9,Fail
4.2,94,74,8.4,Pass
2.5,41,35,3.4,Fail
5.0,86,90,4.9,Pass
1.8,66,80,6.8,Fail
1.8,31,39,3.1,Fail
5.0,34,50,8.2,Fail
5.4,87,65,8.6,Pass
5.3,64,61,6.1,Fail
3.3,96,77,4.6,Fail
5.5,38,65,8.5,Fail
3.5,67,36,4.8,Fail
4.8,35,95,9.0,Pass
4.3,95,75,8.1,Pass
5.7,86,88,4.5,Pass
3.9,44,82,3.4,Fail
5.6,86,80,3.1,Pass
2.8,69,77,3.4,Fail
5.6,32,80,3.8,Pass
3.9,59,25,4.2,Fail
5.0,50,33,4.8,Fail
1.4,39,75,5.7,Fail
3.1,62,58,8.3,Fail
2.3,74,25,4.9,Fail
2.6,49,42,3.3,Fail
2.5,65,80,7.0,Fail
5.7,43,60,7.2,Fail
4.3,70,24,3.5,Fail
4.3,57,95,9.0,Pass
3.4,78,39,7.6,Fail
5.2,72,23,6.8,Fail
3.7,92,45,6.7,Fail
5.5,97,79,7.4,Pass
1.3,70,33,6.4,Fail
3.1,39,97,8.4,Fail
3.6,65,86,4.6,Fail
3.5,82,66,8.6,Pass
2.2,89,43,8.6,Fail
3.4,70,41,6.2,Fail
1.7,95,91,6.6,Fail
1.5,73,87,7.0,Fail
2.7,90,42,8.5,Fail
2.8,91,99,4.2,Fail
2.0,69,78,7.2,Fail
2.8,70,87,4.5,Fail
3.7,40,63,5.1,Fail
5.1,48,23,3.6,Fail
2.0,66,61,8.1,Fail
2.2,61,44,6.7,Fail
3.5,44,78,5.2,Fail
4.7,95,57,5.6,Fail
5.3,59,66,7.7,Fail
2.7,34,22,4.7,Fail
3.2,42,33,7.6,Fail
4.8,43,70,5.1,Fail
5.5,40,43,7.0,Fail
5.8,76,45,5.5,Fail
5.3,67,77,6.8,Pass
1.2,73,25,5.0,Fail
4.4,31,33,4.3,Fail
2.0,79,41,6.8,Fail
4.0,81,100,3.4,Pass
2.5,61,80,5.8,Fail
2.1,67,42,5.9,Fail
3.4,57,70,8.9,Fail
4.1,33,30,7.8,Fail
4.0,83,35,7.6,Fail
2.6,86,72,8.4,Fail
5.0,96,63,5.2,Pass
6.0,68,40,6.1,Fail
4.5,30,62,5.0,Fail
4.7,42,50,7.8,Fail
5.9,71,34,3.1,Fail
5.2,30,63,3.4,Fail
5.6,78,95,4.1,Pass
5.8,48,47,3.4,Fail
2.4,56,66,5.2,Fail
4.8,89,42,8.4,Fail
2.8,56,51,8.7,Fail
1.6,65,29,6.7,Fail
1.0,85,62,8.8,Fail
2.2,56,60,3.2,Fail
4.1,88,22,7.1,Fail
3.9,48,91,3.3,Fail
1.1,99,43,8.8,Fail
5.4,58,76,3.6,Pass
1.6,42,84,7.7,Fail
4.1,46,41,3.5,Fail
3.9,98,44,4.1,Fail
3.6,33,96,5.7,Fail
3.9,60,83,8.9,Fail
4.0,49,78,6.2,Pass
3.3,37,87,3.2,Fail
4.2,94,93,7.8,Pass
2.5,46,72,9.0,Fail
3.7,80,96,8.5,Pass
4.7,57,34,6.5,Fail
5.7,67,100,7.5,Pass
5.6,44,75,5.7,Pass
1.1,59,69,7.7,Fail
1.5,47,86,3.5,Fail
1.1,35,36,5.8,Fail
1.9,88,78,6.2,Fail
2.3,76,60,5.5,Fail
2.2,52,94,8.7,Fail
2.3,91,68,7.6,Fail
3.1,99,35,5.6,Fail
2.2,83,66,8.6,Fail
5.5,30,79,4.4,Pass
5.6,50,50,9.0,Fail
5.5,35,27,5.1,Fail
5.0,66,87,5.7,Pass
3.3,31,77,5.6,Fail
4.1,96,89,7.0,Pass
1.4,77,77,3.9,Fail
1.9,64,24,6.9,Fail
4.0,40,39,7.0,Fail
2.8,81,30,3.9,Fail
2.4,54,32,5.6,Fail
1.5,56,79,3.6,Fail
4.0,95,69,4.3,Pass
4.7,49,91,6.8,Pass
4.1,74,30,5.5,Fail
1.9,63,24,7.2,Fail
5.8,82,98,3.8,Pass
5.3,99,80,4.2,Pass
5.9,35,94,4.7,Pass
3.1,40,22,4.0,Fail
3.4,93,77,6.8,Fail
3.4,92,64,7.7,Fail
3.3,35,60,6.9,Fail
5.8,50,21,7.1,Fail
3.2,60,84,5.9,Fail
2.6,39,79,4.0,Fail
2.2,44,83,7.2,Fail
4.9,86,98,3.6,Pass
4.1,31,43,5.8,Fail
3.4,81,25,7.8,Fail
1.7,96,79,3.5,Fail
3.5,84,25,7.4,Fail
1.6,37,44,5.9,Fail
1.3,47,61,3.2,Fail
3.9,69,92,8.1,Fail
5.5,38,22,4.3,Fail
5.6,66,61,5.1,Fail
4.9,35,36,8.3,Fail
3.2,60,67,4.9,Fail
1.9,41,48,6.8,Fail
5.9,70,33,3.3,Fail
4.0,63,71,3.2,Fail
2.9,73,42,8.6,Fail
3.8,83,20,5.5,Fail
1.5,63,60,7.0,Fail
2.7,33,55,5.2,Fail
4.4,75,63,8.4,Pass
3.4,47,46,4.9,Fail
2.6,51,66,6.5,Fail
3.3,47,32,8.6,Fail
5.4,65,69,8.5,Fail
5.3,37,57,3.4,Fail
5.1,59,40,4.1,Fail
2.6,90,88,8.9,Fail
4.4,89,69,3.1,Pass
1.5,97,60,5.4,Fail
3.0,64,59,3.0,Fail
4.6,65,57,7.8,Fail
5.8,95,92,8.2,Pass
2.2,91,100,5.9,Fail
5.4,85,43,6.8,Fail
6.0,92,93,8.7,Pass
1.2,31,100,5.5,Fail
3.3,87,25,7.8,Fail
3.1,99,59,4.4,Fail
4.9,87,36,4.1,Fail
5.6,51,22,5.5,Fail
3.8,34,99,3.2,Fail
3.1,35,64,6.9,Fail
5.9,46,99,3.7,Pass
2.7,58,50,3.0,Fail
2.4,74,34,8.8,Fail
4.5,69,31,8.0,Fail
4.1,73,39,7.5,Fail
5.0,43,38,6.6,Fail
3.0,30,79,6.2,Fail
5.8,45,78,8.3,Pass
1.7,77,93,6.3,Fail
5.4,56,36,7.7,Fail
4.6,88,61,7.3,Pass
5.5,76,73,5.4,Pass
2.2,60,33,5.7,Fail
5.6,72,33,8.4,Fail
3.3,53,30,4.2,Fail
1.8,64,35,4.6,Fail
5.6,100,55,8.7,Fail
2.2,68,69,6.8,Fail
1.1,72,84,6.3,Fail
4.3,68,98,6.6,Pass
5.6,43,89,3.4,Pass
4.7,83,55,7.1,Fail
4.0,93,68,6.0,Pass
2.9,34,72,3.9,Fail
4.7,97,64,3.2,Pass
1.0,98,53,5.1,Fail
5.7,91,51,6.0,Fail
5.1,44,60,7.9,Fail
5.8,74,87,6.9,Pass
2.6,73,66,5.2,Fail
3.2,76,57,7.1,Fail
3.3,91,85,4.7,Fail
1.3,68,33,8.2,Fail
3.7,71,73,6.7,Pass
1.3,42,75,4.1,Fail
5.0,78,20,3.9,Fail
4.9,84,54,8.3,Fail
2.1,45,51,4.2,Fail
3.1,42,30,4.2,Fail
3.4,59,70,6.7,Fail
5.0,80,85,4.1,Pass
1.0,88,52,8.2,Fail
3.8,84,63,9.0,Pass
1.6,99,44,5.7,Fail
5.1,63,59,6.4,Fail
4.5,86,85,4.2,Pass
3.1,49,47,3.2,Fail
1.6,39,81,4.4,Fail
1.9,62,76,7.9,Fail
1.7,68,99,8.7,Fail
2.7,100,84,3.2,Fail
4.4,77,37,6.2,Fail
4.8,56,71,4.3,Fail
5.0,63,42,3.4,Fail
1.5,49,89,3.7,Fail
4.6,88,36,6.7,Fail
4.4,53,51,8.9,Fail
1.5,36,70,4.6,Fail
3.2,69,84,8.6,Fail
4.7,55,88,6.5,Pass
2.6,78,61,6.2,Fail
1.5,61,69,3.7,Fail
2.8,38,59,7.5,Fail
5.4,96,29,4.3,Fail
3.7,42,25,7.3,Fail
4.7,41,25,7.7,Fail
5.8,83,20,3.2,Fail
2.6,63,31,5.9,Fail
4.1,46,57,5.7,Fail
3.6,87,48,3.3,Fail
4.0,40,60,4.6,Fail
1.2,63,94,6.2,Fail
3.1,77,20,3.3,Fail
5.1,62,79,7.4,Pass
1.0,41,55,6.9,Fail
5.4,97,100,4.7,Pass
3.1,65,56,7.4,Fail
4.3,49,48,3.2,Fail
2.0,38,30,8.1,Fail
5.7,91,81,5.5,Pass
2.0,31,67,3.7,Fail
3.2,59,49,8.1,Fail
3.9,54,61,8.0,Fail
2.4,69,66,5.2,Fail
4.6,67,23,7.8,Fail
5.8,64,79,3.4,Pass
2.2,68,80,8.6,Fail
4.4,79,69,4.6,Pass
5.3,53,20,7.9,Fail
3.7,53,55,6.7,Fail
4.0,42,56,4.2,Fail
2.7,51,87,3.9,Fail
1.4,69,66,7.2,Fail
4.9,73,70,5.8,Pass
3.2,49,100,5.0,Fail
3.8,87,28,5.2,Fail
1.9,48,41,5.2,Fail
3.3,55,62,3.9,Fail
2.3,33,44,3.3,Fail
1.1,31,33,6.1,Fail
1.2,90,85,3.2,Fail
3.5,72,79,3.0,Pass
1.7,81,95,5.3,Fail
5.8,77,55,5.8,Fail
2.8,83,38,8.2,Fail
4.4,88,50,4.1,Fail
4.6,80,73,5.4,Pass
3.7,92,25,4.2,Fail
1.8,64,56,4.6,Fail
5.8,64,83,8.5,Pass
5.4,85,48,8.8,Fail
5.3,30,89,5.5,Pass
5.5,39,28,7.3,Fail
4.3,84,84,8.4,Pass
3.2,55,97,3.4,Fail
5.1,99,93,9.0,Pass
3.2,49,21,3.5,Fail
2.0,41,95,6.5,Fail
6.0,90,28,6.6,Fail
4.6,33,95,8.8,Pass
1.7,80,30,7.9,Fail
2.8,60,28,6.1,Fail
1.5,100,70,3.7,Fail
1.3,74,53,4.7,Fail
2.5,46,23,5.5,Fail
6.0,86,36,8.6,Fail
1.2,38,72,5.2,Fail
2.8,38,49,5.3,Fail
5.5,33,87,3.1,Pass
4.9,59,64,7.9,Fail
4.9,43,52,5.9,Fail
1.2,39,20,8.6,Fail
2.9,41,38,6.2,Fail
4.3,97,40,4.1,Fail
4.0,44,92,5.8,Pass
4.8,51,87,5.8,Pass
1.7,56,53,8.8,Fail
3.4,68,82,3.2,Fail
4.7,33,54,9.0,Fail
4.2,41,69,7.9,Fail
3.5,96,37,3.6,Fail
2.6,35,46,6.7,Fail
2.8,36,70,4.5,Fail
5.2,78,99,5.9,Pass
3.9,53,72,7.4,Fail
5.6,49,71,4.1,Fail
3.7,77,80,3.1,Pass
5.1,85,34,5.9,Fail
4.9,48,77,7.9,Pass
1.5,76,72,3.6,Fail
2.5,35,34,4.4,Fail
6.0,33,40,7.1,Fail
1.6,70,74,4.9,Fail
3.2,54,67,5.4,Fail
5.3,72,79,3.9,Pass
2.8,78,30,8.4,Fail
5.5,61,72,8.7,Fail
4.2,85,33,3.5,Fail
5.2,69,83,4.4,Pass
4.0,31,45,4.4,Fail
3.8,66,61,3.1,Fail
2.0,87,56,6.0,Fail
2.6,69,89,4.2,Fail
2.2,93,76,3.7,Fail
3.2,76,98,4.1,Fail
2.0,94,45,4.2,Fail
2.2,46,64,7.8,Fail
1.2,42,50,8.2,Fail
1.5,78,95,4.8,Fail
4.8,30,78,3.2,Pass
5.2,59,90,8.7,Pass
2.6,57,100,8.5,Fail
5.7,31,30,4.1,Fail
4.9,37,34,4.4,Fail
2.8,96,89,3.1,Fail
5.3,63,33,3.5,Fail
2.9,52,51,8.5,Fail
3.4,69,86,6.9,Fail
3.0,87,55,5.6,Fail
1.8,75,29,5.3,Fail
3.4,58,20,3.2,Fail
5.4,57,88,8.7,Pass
3.7,73,100,3.1,Pass
2.5,34,30,7.8,Fail
1.4,86,45,6.8,Fail
5.5,39,38,3.6,Fail
4.4,77,74,7.7,Pass
1.2,53,45,7.6,Fail
1.5,89,62,4.7,Fail
2.9,76,64,8.7,Fail
4.3,30,88,7.6,Pass
4.1,86,62,3.5,Pass
2.4,76,52,6.9,Fail
3.8,85,42,3.5,Fail
3.5,93,100,8.3,Pass
5.1,99,77,8.4,Pass
3.5,93,62,3.5,Pass
1.9,58,67,4.0,Fail
3.4,62,95,6.7,Fail
5.6,54,88,6.9,Pass
5.0,43,91,5.8,Pass
3.1,75,53,6.5,Fail
5.9,36,97,3.8,Pass
3.8,79,22,3.9,Fail
4.5,38,42,3.9,Fail
3.9,41,90,7.0,Fail
3.1,90,77,5.3,Fail
1.5,51,47,6.6,Fail
3.4,72,20,7.1,Fail
2.3,83,68,5.4,Fail
3.0,30,83,8.2,Fail
1.7,31,24,6.9,Fail
1.1,89,54,8.3,Fail
4.8,85,76,3.7,Pass
5.2,87,94,3.7,Pass
2.0,72,66,6.6,Fail
5.6,32,71,4.0,Fail
3.2,57,69,7.6,Fail
1.3,66,64,6.8,Fail
2.8,97,80,7.7,Fail
5.5,100,27,3.0,Fail
5.5,61,66,7.1,Fail
3.8,33,60,8.4,Fail
3.4,74,58,7.2,Fail
5.6,41,30,6.1,Fail
2.1,59,22,6.9,Fail
3.1,93,47,8.1,Fail
5.5,89,75,7.0,Pass
2.8,85,86,4.1,Fail
3.1,37,48,4.2,Fail
3.5,73,35,6.4,Fail
5.5,43,28,5.9,Fail
2.2,82,77,5.1,Fail
1.9,61,76,3.3,Fail
1.7,51,34,5.9,Fail
5.8,65,93,3.3,Pass
3.8,69,34,5.5,Fail
1.5,49,81,8.3,Fail
2.5,79,81,8.3,Fail
3.5,71,26,3.1,Fail
3.8,64,87,8.5,Fail
1.7,84,53,7.1,Fail
4.3,74,85,6.8,Pass
3.0,99,69,6.7,Fail
3.2,81,99,4.8,Fail
1.8,80,56,4.7,Fail
1.8,96,100,6.4,Fail
3.7,78,40,3.9,Fail
1.5,44,75,3.3,Fail
2.0,87,28,4.5,Fail
5.7,32,48,4.4,Fail
4.3,64,69,8.4,Fail
2.7,74,53,6.6,Fail
4.1,70,99,4.7,Pass
2.4,73,68,7.7,Fail
3.1,54,26,4.6,Fail
2.8,62,95,6.4,Fail
2.0,38,90,7.9,Fail
1.9,81,82,7.4,Fail
5.5,41,90,3.7,Pass
1.5,92,52,6.8,Fail
1.5,67,94,3.0,Fail
3.7,61,33,5.5,Fail
4.2,47,69,6.6,Fail
3.1,71,87,4.5,Fail
3.2,80,92,8.3,Fail
4.4,89,58,5.9,Fail
4.6,72,30,7.7,Fail
3.7,81,23,6.8,Fail
4.0,31,38,8.2,Fail
2.6,76,86,6.5,Fail
5.0,44,69,4.9,Fail
5.3,80,87,5.5,Pass
3.5,97,76,4.6,Pass
3.2,56,86,8.5,Fail
3.0,52,87,4.3,Fail
1.2,32,77,7.8,Fail
1.7,43,51,6.9,Fail
3.4,43,87,5.2,Fail
1.0,40,22,3.2,Fail
5.4,88,59,5.9,Fail
1.3,35,67,4.5,Fail
3.0,59,80,4.2,Fail
2.9,39,56,8.8,Fail
4.6,55,70,4.1,Fail
5.0,95,92,7.8,Pass
5.6,85,67,4.9,Pass
2.2,36,76,7.5,Fail
5.1,100,53,6.6,Fail
5.7,60,61,5.6,Fail
1.2,53,91,3.3,Fail
6.0,74,73,8.6,Pass
5.8,37,65,3.5,Fail
1.9,74,70,4.3,Fail
3.2,32,63,7.7,Fail
5.5,51,78,7.9,Pass
4.0,59,28,8.2,Fail
4.7,52,53,3.4,Fail
1.0,59,43,6.7,Fail
4.7,68,75,8.3,Pass
1.6,62,76,5.3,Fail
5.5,86,88,3.7,Pass
5.4,35,91,5.4,Pass
5.6,79,29,3.8,Fail
4.6,91,69,8.1,Pass
5.7,90,99,5.4,Pass
1.2,35,48,4.3,Fail
2.6,66,48,7.2,Fail
3.3,34,24,4.9,Fail
5.0,98,37,7.8,Fail
3.6,61,63,5.2,Fail
5.1,54,67,7.7,Fail
3.8,35,70,8.0,Fail
1.1,58,93,3.1,Fail
4.9,42,54,3.5,Fail
2.4,89,46,3.6,Fail
2.1,74,41,4.6,Fail
3.8,78,100,5.5,Pass
5.6,63,43,7.0,Fail
5.7,84,82,6.4,Pass
3.1,88,86,3.9,Fail
3.6,92,43,6.9,Fail
1.0,85,89,5.1,Fail
1.3,95,30,4.1,Fail
4.0,31,78,3.2,Pass
4.1,84,39,7.2,Fail
3.3,91,100,8.9,Fail
2.8,97,87,8.3,Fail
2.1,50,93,5.6,Fail
4.1,56,86,6.8,Pass
5.0,82,23,8.1,Fail
2.1,91,25,4.7,Fail
3.3,58,96,3.8,Fail
5.2,92,74,6.5,Pass
5.1,92,92,6.8,Pass
4.2,100,77,6.1,Pass
2.5,77,59,5.2,Fail
5.0,70,78,8.3,Pass
3.9,82,82,8.1,Pass
5.3,100,76,4.2,Pass
2.4,58,23,8.1,Fail
5.9,87,25,3.2,Fail
5.4,44,20,5.0,Fail
2.4,68,43,3.7,Fail
3.6,34,45,4.1,Fail
5.3,51,73,8.4,Fail
5.3,63,85,5.4,Pass
2.1,72,97,8.5,Fail
5.3,44,83,3.6,Pass
1.2,63,96,4.0,Fail
2.0,47,27,7.2,Fail
2.9,72,41,7.1,Fail
3.5,66,35,5.0,Fail
1.1,54,57,6.1,Fail
2.1,31,87,5.0,Fail
1.5,48,44,6.2,Fail
2.4,78,40,5.5,Fail
4.8,55,21,4.0,Fail
2.0,100,34,6.2,Fail
4.6,32,100,7.3,Pass
5.7,70,67,7.2,Pass
3.6,41,91,8.3,Fail
4.9,46,41,5.1,Fail
6.0,51,24,6.9,Fail
3.1,39,70,6.3,Fail
4.8,49,48,6.4,Fail
4.7,69,68,6.2,Fail
2.5,89,52,8.5,Fail
2.3,92,82,7.7,Fail
3.5,62,23,8.4,Fail
3.0,39,75,5.0,Fail
3.2,30,73,3.3,Fail
2.6,39,91,6.1,Fail
5.7,67,95,4.7,Pass
5.6,72,55,5.4,Fail
4.9,39,37,8.2,Fail
2.6,51,97,6.0,Fail
5.9,55,67,4.2,Fail
1.4,54,79,3.2,Fail
1.6,30,37,3.0,Fail
1.4,51,30,5.0,Fail
3.1,84,21,6.9,Fail
3.9,97,51,7.3,Fail
2.2,76,93,8.4,Fail
3.9,52,29,3.4,Fail
1.9,78,37,4.2,Fail
4.8,39,59,8.2,Fail
5.1,89,51,8.9,Fail
3.8,39,66,8.5,Fail
4.3,54,100,6.2,Pass
2.4,30,77,8.0,Fail
3.7,92,61,6.6,Pass
4.3,52,31,3.7,Fail
2.1,98,57,3.5,Fail
5.3,48,81,7.1,Pass
4.0,80,28,6.8,Fail
1.3,56,69,4.5,Fail
4.2,39,81,5.2,Pass
3.6,67,88,8.4,Fail
1.6,47,95,6.6,Fail
4.1,58,45,6.0,Fail
5.3,47,81,4.7,Pass
2.8,70,64,6.0,Fail
3.1,43,35,8.1,Fail
3.2,95,34,3.9,Fail
5.1,100,37,7.9,Fail
5.1,44,67,4.0,Fail
4.4,46,28,5.8,Fail
3.9,36,48,6.0,Fail
2.1,79,32,5.8,Fail
4.7,90,43,6.1,Fail
5.1,78,89,4.3,Pass
1.3,98,27,3.4,Fail
2.8,94,83,4.5,Fail
1.1,32,94,6.8,Fail
3.8,32,82,8.9,Fail
1.8,81,39,3.0,Fail
5.8,80,49,8.8,Fail
1.6,100,27,6.5,Fail
3.6,66,93,3.9,Fail
6.0,44,42,6.3,Fail
5.7,34,44,5.1,Fail
4.7,57,76,6.9,Pass
5.8,90,22,8.6,Fail
3.7,73,28,4.2,Fail
2.6,60,21,3.8,Fail
3.6,51,46,5.4,Fail
2.4,34,31,3.0,Fail
2.1,38,86,6.0,Fail
2.9,89,74,6.4,Fail
3.9,39,59,4.5,Fail
4.2,100,51,7.1,Fail
5.1,42,74,4.0,Fail
2.0,61,61,7.7,Fail
5.9,52,78,3.0,Pass
2.3,44,38,9.0,Fail
3.3,55,21,3.7,Fail
2.0,59,29,6.0,Fail
4.5,38,91,3.7,Pass
5.9,40,44,4.7,Fail
2.1,82,81,6.1,Fail
2.3,79,50,6.5,Fail
5.5,65,93,7.1,Pass
5.8,44,77,4.3,Pass
1.3,75,42,6.1,Fail
5.8,78,77,8.3,Pass
5.5,51,81,7.6,Pass
5.4,41,91,6.4,Pass
4.0,68,53,5.0,Fail
5.6,37,34,4.8,Fail
5.9,88,70,8.8,Pass
4.7,37,48,8.4,Fail
3.8,59,82,5.1,Fail
3.6,35,86,4.0,Fail
1.1,84,34,7.6,Fail
4.3,44,89,5.6,Pass
2.1,43,80,7.3,Fail
6.0,63,73,4.2,Fail
4.8,70,55,9.0,Fail
3.4,100,89,7.3,Fail
2.2,93,80,4.1,Fail
1.5,61,41,3.9,Fail
4.9,94,24,8.1,Fail
1.3,99,95,8.7,Fail
5.7,87,47,8.5,Fail
3.2,46,48,3.8,Fail
4.8,93,75,7.5,Pass
1.9,47,33,8.8,Fail
1.0,78,58,6.8,Fail
1.9,47,80,3.7,Fail
1.5,77,21,3.1,Fail
3.1,57,45,7.1,Fail
4.6,31,67,4.1,Fail
6.0,79,96,6.3,Pass
5.0,65,31,4.2,Fail
4.2,80,60,6.3,Pass
2.6,83,80,8.8,Fail
1.4,70,96,8.2,Fail
5.9,72,40,3.3,Fail
1.2,82,34,5.6,Fail
1.3,84,37,7.2,Fail
3.2,51,83,8.4,Fail
5.7,34,93,3.8,Pass
5.6,91,68,5.9,Pass
1.0,97,61,4.8,Fail
3.2,86,71,5.5,Fail
3.7,86,63,5.8,Pass
2.4,89,24,8.2,Fail
2.2,66,48,3.7,Fail
3.1,53,76,8.2,Fail
3.5,84,69,7.1,Pass
3.7,58,76,4.9,Fail
2.9,45,33,7.0,Fail
2.6,98,22,4.6,Fail
2.0,39,80,5.2,Fail
3.5,66,95,5.0,Fail
3.4,93,82,7.3,Fail
4.5,54,95,3.9,Pass
5.2,81,61,6.3,Pass
4.3,91,56,7.6,Fail
3.7,46,24,4.9,Fail
4.4,93,61,3.1,Pass
4.5,38,29,4.4,Fail
5.0,35,72,5.4,Fail
3.4,63,100,3.8,Fail
3.2,96,70,6.2,Fail
4.9,47,92,8.3,Pass
4.4,70,70,4.8,Pass
2.2,48,44,4.3,Fail
5.0,82,22,4.8,Fail
1.8,33,60,8.8,Fail
4.3,93,22,6.3,Fail
4.4,87,71,5.9,Pass
2.1,89,80,4.0,Fail
4.2,40,47,5.0,Fail
5.3,43,81,7.2,Pass
1.9,46,53,6.3,Fail
1.2,52,61,5.9,Fail
5.4,90,27,4.7,Fail
2.5,81,74,3.5,Fail
2.9,89,68,8.5,Fail
5.9,62,79,7.4,Pass
1.5,77,90,4.8,Fail
3.6,44,61,3.5,Fail
1.4,48,61,5.1,Fail
2.3,65,62,8.4,Fail
3.0,97,85,3.7,Fail
1.2,46,33,5.2,Fail
6.0,33,56,8.2,Fail
4.6,85,36,8.8,Fail
2.2,42,86,4.4,Fail
5.1,98,93,5.6,Pass
2.6,78,54,6.5,Fail
4.3,35,43,7.3,Fail
3.5,68,53,7.2,Fail
5.7,35,72,7.4,Fail
4.0,42,70,3.4,Fail
6.0,39,33,5.6,Fail
3.2,67,81,8.8,Fail
2.0,57,85,5.3,Fail
5.5,90,49,8.6,Fail
1.5,60,22,3.7,Fail
5.1,80,64,4.4,Pass
3.6,50,43,5.4,Fail
4.6,85,70,8.0,Pass
5.7,54,99,7.3,Pass
4.0,88,67,6.7,Pass
2.6,83,28,6.2,Fail
1.3,69,46,7.9,Fail
1.5,45,91,6.3,Fail
4.3,66,37,3.5,Fail
1.5,88,68,4.6,Fail
4.4,33,95,8.6,Pass
1.1,50,85,5.7,Fail
1.2,55,64,5.1,Fail
3.3,85,89,6.6,Fail
3.9,57,79,3.9,Fail
1.4,51,56,5.4,Fail
